product_name,product_url,product_price,product_shipping,product_sold,product_type,product_top_seller,product_seller,product_seller_url,product_seller_rating,product_seller_rating_url,product_seller_feedback,product_reviews,product_reviews_url
Samsung Galaxy S9 | S9+ Plus 64GB 128GB 256GB - Unlocked Verizon T-Mobile AT&T,https://www.ebay.ca/itm/274867619266?epid=17024791333&_trkparms=ispr%3D1&hash=item3fff6305c2:g:Q6UAAOSwFz1g7OBb&amdata=enc%3AAQAGAAACgPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSlHY%252FYTip4QFVjNQrCEJt6nX0UYL2RvC0XR5HAAfMzNqvqp0eT3vPuMttbd3%252Fc2n31lHDWBsmfZiDSwd%252F5WA8%252B1YTznFUj4ufzZOUCmX1FQuBdvHSbZZL80DNbXm%252BQLe%252FInWoZRuwVH5zyxQ2ZSs3TD0laUrvSY4uAfHvFt4H1%252FU4pejdlTlJR3QNtlsukWBJqWNt6ZNOxISPFtvCKr40eZ6kckMqmVn3qVy%252BgdoWXIpfTYub%252FoHfPCWUisJxScrpq4A%252BBPlbJrUErJCYf6ehtSVmdEiVufBVh2o4ax6ZRtpjKWs52EXE5qI2uIB8dDnFELVx%252BLh8nMuQHAjFGHRp3hn%252FvPQXhQfaUS83R09ts0cyxdYwZCr9tVpASZbJmDZyBhIUrSTh4SebBBzuruOMRX657zcfp5Yajf4Cg7BktqyexAf%252BGnnvVmvwXYtycAa15sbiJW5ExF9MrabSaCvAPxnFVj%252BL7l7jT2NGTjVhA282e3S1khOoMtCIMvC71dxCBWcJymvMtI1MeOc02YIn5cCp9kzu8NAgo3S5zi%252BGx8RO7jWYX%252Fwh0D1qlAtSvZWhNQZOAVNQUs9Q0dbYTB%252BfkaxhcBnvtiSmjAp%252FPdSqyBp9B4xjWhjuWXJ3EJVpuBNSkxAG1CBI9lATSriJbSFInuvzRKzv4A0bWpWOI%252BoEUsZ0AmgQk9ctfKXKv%252BieGFWsznRuF95qbJbrdQOQQSLfeZzoPhtSKDyiWyVHimmmctivYOoH1mkc32omWUYyo0UrvE0iALaCvtx8m31cCZ%252BwVK%252BBgZoejikWYijZX3f04pA%253D%7Campid%3APL_CLK%7Cclp%3A2334524,C $156.06 to C $280.95,Free shipping,12+ watchers,New (Other),Top Rated Seller,tech-hobbies,https://www.ebay.ca/usr/tech-hobbies?_trksid=p2047675.l2559,2002,https://www.ebay.ca/fdbk/feedback_profile/tech-hobbies?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.8% Positive feedback,61 product ratings,https://www.ebay.ca/p/17024791333?iid=274867619266&var=575126213843&rt=nc#UserReviews
Google - Pixel 3 with 64GB Memory Cell Phone (Unlocked) - Just Black,https://www.ebay.ca/itm/184891656098?epid=16025393655&hash=item2b0c66c7a2:g:B6cAAOSwvM1gyl9~,C $249.73,Free shipping,111 sold,Brand New,Top Rated Seller,your-best-store,https://www.ebay.ca/usr/your-best-store?_trksid=p2047675.l2559,145158,https://www.ebay.ca/fdbk/feedback_profile/your-best-store?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.4% Positive feedback,59 product ratings,https://www.ebay.ca/p/16025393655?iid=184891656098&rt=nc#UserReviews
Sonim XP8 XP8800 (AT&T Unlocked) 64GB Black Android Ultra Rugged Smartphone,https://www.ebay.ca/itm/324351324939?epid=16037373888&_trkparms=ispr%3D1&hash=item4b84d8730b:g:rYcAAOSw1wtfYVNt&amdata=enc%3AAQAGAAACgPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSvhAqMt0wg86xg8aAkgjQJCJU4whXvGDQA%252FhvntdwNdClRnxEYeFwn9X5gBd4GsJ4MYLDfnn5o2tzk0FPgFAqqdLISVLttF91r4gGpJHg3WEPRVbukgcrZ7v9UTVkpE4YfyUEBFXjqkPAENDjpjjr6WTzYMnsEctphodEgMXhKX2w%252BNxk9wqiHsZNID4KEPcVGE9wLD%252BaOwzAkYZyOxNxQmTp1p19bljODDbUrAnbNPZPJPIv1NgMinInLRBjZAr0RjTa1oCCDrdojBr2FiPWi4eJd9koKWPRKaHZ2gg2SRWxQzZBPeRsgRLrxcFwyOuSZ%252FhxLsRJ60xLpldz5gf963y5%252BzIJnwgzSB2GepI5LwUTzvrbF0J6Hf%252BlAMSymyFRhDjr%252FcP3W0CpBe8472a8zesui2eBxfngDYJMGlImwG0SbExo1I4w7KJdCIeKZLJY4sRwhAJ0raai6AGB1winmjhr7Vdk8VyTHE0iLK%252FV8FgZvICg2CYNHOEorJ3UCfDS8LXJwicpaaWf%252BhlbNBzJ5q5U%252FU%252B0c7yw4AJ5zkD5gT6M6konqg8MAnopLPdVsfA3yQKpJsCHmf%252Fh9eprp1obhk8siUy4j6sXYPhXR4U%252BwbvH95fffZsR8arpJtnm84jVNhpSLU5idUxJz%252BEj%252BMHUTgSFcykpDpplx9l4wpIOhU5pHQZlsMEVMIH5pJsl6yTNJWBaz%252Bvv4KVolrKhHN9vTNSx%252Fprb%252F%252BNRXXYRhlEU35DHGogKFs2pEF2IdzLlgyx2obHDwriMhGQSjZIOqh8%252BKbRTauo4jJgHjGdvt9HKQW8%253D%7Campid%3APL_CLK%7Cclp%3A2334524,C $173.54,Free shipping,76 sold,Refurbished,Top Rated Seller,sami809,https://www.ebay.ca/usr/sami809?_trksid=p2047675.l2559,247580,https://www.ebay.ca/fdbk/feedback_profile/sami809?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,96.7% Positive feedback,20 product ratings,https://www.ebay.ca/p/16037373888?iid=324351324939&rt=nc#UserReviews
NEW LG G7 ThinQ G710U Gray Straight Talk TracFone Page Plus Verizon Unlocked,https://www.ebay.ca/itm/254993806036?epid=9026755125&hash=item3b5ed0b2d4:g:hskAAOSwO8xgrmMo,C $104.91 to C $136.14,Free shipping,101+ sold,New (Other),Top Rated Seller,bobcat_wireless,https://www.ebay.ca/usr/bobcat_wireless?_trksid=p2047675.l2559,22195,https://www.ebay.ca/fdbk/feedback_profile/bobcat_wireless?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,100% Positive feedback,95 product ratings,https://www.ebay.ca/p/9026755125?iid=254993806036&var=554908776833&rt=nc#UserReviews
Samsung Galaxy S8 Active G892 64GB - Meteor Gray UNLOCKED Smartphone SHADED,https://www.ebay.ca/itm/401790747983?epid=238843356&hash=item5d8c98454f:g:QjsAAOSwmgVdTk71,C $131.13,Free shipping,"1,020 sold",Refurbished,Top Rated Seller,dealscaly,https://www.ebay.ca/usr/dealscaly?_trksid=p2047675.l2559,113537,https://www.ebay.ca/fdbk/feedback_profile/dealscaly?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.1% Positive feedback,444 product ratings,https://www.ebay.ca/p/238843356?iid=401790747983&rt=nc#UserReviews
"LG G8X G850 ThinQ (AT&T Unlocked) 4G LTE 6.4"" 13MP 128GB GSM Smartphone",https://www.ebay.ca/itm/324207967857?epid=24035105827&hash=item4b7c4cfe71:g:ifoAAOSwA1Ve8pUr,C $224.80,Free shipping,204 sold,New (Other),Top Rated Seller,sami809,https://www.ebay.ca/usr/sami809?_trksid=p2047675.l2559,247580,https://www.ebay.ca/fdbk/feedback_profile/sami809?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,96.7% Positive feedback,35 product ratings,https://www.ebay.ca/p/24035105827?iid=324207967857&rt=nc#UserReviews
Apple iPhone X | 64GB 256GB | Unlocked Verizon AT&T T-Mobile Sprint | CDMA/GSM,https://www.ebay.ca/itm/174105091978?epid=19024178513&hash=item288978df8a:g:VfMAAOSwDoNd2W90,C $393.39 to C $512.04,Free shipping,107+ sold,Refurbished,Top Rated Seller,tigerphones,https://www.ebay.ca/usr/tigerphones?_trksid=p2047675.l2559,14843,https://www.ebay.ca/fdbk/feedback_profile/tigerphones?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99% Positive feedback,4 product ratings,https://www.ebay.ca/p/19024178513?iid=174105091978&var=472963059156&rt=nc#UserReviews
Google Pixel 4 - 64GB - White Factory Unlocked LTE Smartphone - Open Box,https://www.ebay.ca/itm/124640555584?epid=4037037389&hash=item1d0527f240:g:EMMAAOSwuZZgR~2u,C $312.22,Free shipping,Almost gone,New (Other),Top Rated Seller,electro-wireless,https://www.ebay.ca/usr/electro-wireless?_trksid=p2047675.l2559,25068,https://www.ebay.ca/fdbk/feedback_profile/electro-wireless?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,98.5% Positive feedback,7 product ratings,https://www.ebay.ca/p/4037037389?iid=124640555584&rt=nc#UserReviews
SAMSUNG GALAXY S9+ PLUS SM-G965U NEW BLACK BLUE VERIZON UNLOCKED AT&T T-MOBILE,https://www.ebay.ca/itm/324468165892?hash=item4b8bcf4d04:g:i5UAAOSwb~VgE5Gm,C $186.09 to C $405.91,Free shipping,386+ sold,New (Other),Top Rated Seller,littlesmokey78,https://www.ebay.ca/usr/littlesmokey78?_trksid=p2047675.l2559,6587,https://www.ebay.ca/fdbk/feedback_profile/littlesmokey78?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,100% Positive feedback,,
Apple iPhone XR Smartphone | 64GB 128GB 256GB | Unlocked Verizon AT&T T-Mobile,https://www.ebay.ca/itm/174110785206?epid=19034678625&hash=item2889cfbeb6:g:2ZUAAOSw4pJd2XZh,C $405.88 to C $599.47,Free shipping,45+ sold,Refurbished,Top Rated Seller,tigerphones,https://www.ebay.ca/usr/tigerphones?_trksid=p2047675.l2559,14843,https://www.ebay.ca/fdbk/feedback_profile/tigerphones?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99% Positive feedback,16 product ratings,https://www.ebay.ca/p/19034678625?iid=174110785206&var=472982053637&rt=nc#UserReviews
Google Pixel 3a XL 64GB - Clearly White Black Purple (Unlocked) B stock,https://www.ebay.ca/itm/184839648619?epid=12031752797&_trkparms=ispr%3D1&hash=item2b094d356b:g:GVYAAOSwIqRgoFhz&amdata=enc%3AAQAGAAACgPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS7UXID%252BRPOSNsnm8kYPghtNAF1qgBhfwAcKlBrSznhTVXehGCoGgrJF5qeAHMIKfvp%252Blzp9q0Hd8NFK2vVLHHDo0nLOKHL1oH6vSLnuof7Kdg9aLTwpk8oUmx%252BTzZP%252FzOl4PxcymPBzd8zTdhTpjuRHFVd6Ach230u2ANOsKAivtn0KEuIwE2okGZw7zjC%252BbQk63py5Pe3sZ7mLsBaZeHoc56A04HDtCqoJWmTHWCiZEZFS7pSoDxJgFjXthjdgN6R3UuL0JNB5ELyiLcoDOyfCDGcxGInLENQLekwRu4OWBXgIVJFex4%252FDo8SW2CKCFiv6ZvPT0y%252FcmwKek%252Fz6PrnzWCgsXJlnM9VDWHo0eKqfRYqMwAlxfL5ArcILu%252FDRloZk78tD06w87IP97nL7TFREhzWMgn%252BGI0wFSUKX8r%252B57iaKgqC%252BXj4HADPQTdZf3WnVEmFfU0pL%252FZnFvk4hMeSPQl5ZHCUUaeVhmsISRkHxSy02sZ78EzyAD5oDCZvmwKcI2eA%252B4Z%252FPu%252BY%252FSQtaIEystGWJtPvuOVcEJP%252FkRfbNcUgEgeyabklfV7uT5pHzmfPcZSB82lYpa%252FSCp1%252Fjcww7TMaov3Q%252Bv35AdxXqWyn%252BGzCa5AcNi0oGXeogs0rDFf4%252FZ8kb%252FyVlgs2q1t3%252FcznHhM97aKZAD6FgKfMd8utvmOuVIXx0uFD66QWeJHRLFYst12H8smCVH204kt3z7tj%252BuIsBDoj77X5bmmK1N5nMT7S2HOtS%252B31irU8gcEAaq7M%252FMjhXE6HrEB0hk9qtsjIpq9sBchSIRzgZ5tPnmC538%253D%7Campid%3APL_CLK%7Cclp%3A2334524,C $118.64,Free shipping,21+ watchers,Refurbished,Top Rated Seller,yywirelesss,https://www.ebay.ca/usr/yywirelesss?_trksid=p2047675.l2559,98508,https://www.ebay.ca/fdbk/feedback_profile/yywirelesss?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,98.9% Positive feedback,29 product ratings,https://www.ebay.ca/p/12031752797?iid=184839648619&var=692617724163&rt=nc#UserReviews
Samsung Galaxy S10+ Plus G975U Sprint T-Mobile AT&T Verizon Unlocked - A Stock -,https://www.ebay.ca/itm/254995259231?epid=11029460820&_trkparms=ispr%3D1&hash=item3b5ee6df5f:g:R1YAAOSwy6RgwTDO&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSg3Ye8yTWgOW7pmE1t838dgGXXrtyXeuqT%252FTD1CnUUX2Kx%252BtxGRH8zDRL4KPYBpgzSpNTA1Mg562bHXlt%252BDaKBX%252B%252F%252FjWVTmYXcBfgDvWjHIhx8in4KbX7tjb8ViY46umEXsO3WbLxpwHMv4VifM0yQwNBPPhTtvoL2ybweIX93ScFFMMqrKzkFQHtBUEtdEDpNGqc3PG02xEO1tRBlr3JCW2Mxi%252FpOh2g6fZMxp1Kp0gqKHYZwERJTsxTlX02K8LOwUeBBMPCZSS07hD5wP19ATmcYD724pUgaDd7TrYdzFYnPDrQDNtkitYUT%252FrO09cXvSUIdTFTOH%252FP300kX4oyV5nBU1BXoaFfBMMVSWmTSpDVhSCFMupG8RkhscuaoIqw8lfhRzhdTqxoz47sAUVHe%252Bq6K6VV6snD4gPBSdA%252FZhy%252BlmkCwIie%252BH4as3iNv0vl8sDXDejo1GlZJ7hL0kY7lOJkNNc4q4drSe6iKE1n6LDu0NbqEzsBIpsFfoZnN%252B6g3e0ddyDw3FlenTfeXmdwuZnaAQDa5mStWp%252FB18wxtiCeXEG0Eg%252FwLRO0k%252BpNJ4qkVnP2Bfbf1p0Ci6a9zt0cewHZB3aLwk4AkKsu3txff9B0R4zxxRIXIKavwlcEnJyx5OUUSIMPebe2bRd1buQzTsHtH3jvFFRjU2r7tB9zn4H0jQw2tCJCoryPYckcrCckSx2Kjg2eIujfyXf6Bq%252FGBGtOdcqCqRw9NHXEadReXWwsnIGY22eE9MFXHw2mE84%252FxjUK97z6zrfyYIjhKmtsgj3ferZpoVS348y75TI27vYGgVEy4%252BfuIFeYelxipsTw%7Campid%3APL_CLK%7Cclp%3A2334524,C $373.44,Free shipping,188 sold,New (Other),Top Rated Seller,bobcat_wireless,https://www.ebay.ca/usr/bobcat_wireless?_trksid=p2047675.l2559,22195,https://www.ebay.ca/fdbk/feedback_profile/bobcat_wireless?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,100% Positive feedback,162 product ratings,https://www.ebay.ca/p/11029460820?iid=254995259231&rt=nc#UserReviews
Google Pixel XL Smartphone Unlocked,https://www.ebay.ca/itm/183755978204?_trkparms=ispr%3D1&hash=item2ac8b5b5dc:g:TnUAAOSwDp1cZMuZ&amdata=enc%3AAQAGAAACgPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS7UXID%252BRPOSNsnm8kYPghtPP4eDMdhGH85oL1FgFlgh52AfsmgRIbgC0nFNu%252BL8Z1Kb7gVkM%252F1K6N3TW4dXmBweYu5GK9BTA17M9sGlZXwB%252F1iD%252FXJOJKIaaWloUAXFzJwCRJO2%252FaFz2Yy%252FRN7shw97sEXQNVeEv%252F%252BtvPkKY1dLMNU9OJN7LYlyhjPc6Yp06lT7xkadDsN%252FOonQnftCq54lyyoT0xKQkVVyWRBbCir7oFszbGKvxA8nPWUyb6XkB6CWqo71nNJAo4CIuuZIGqspqTC5RusVH2voXYPU6kS2jnKNrqnIk53FGxsL9j8VrKrkbmsTIrh%252FnBkaGBDz%252FPVFfA2ZEJ%252BPAwZMPvmkamjLmk7MFRPpDgseldT2VsOZOxZF1%252BCAv1EdmnmNJJYri%252BDDwO2g%252FdQ6dzQ%252F2gFNErUKaKhtkMnkP5x8cLRWnD%252FT2En5HaIdp0wpAHYgpXPyIBsDh2%252FsUFxzT1fMTDo9DHAGGRjqI1IgrqRgvJ6DR0v6su7e7zF0d%252FEbiKaPet5w0qWjxvs5CZNRVvfT3geNUXBn9EKCp92%252B%252FugYyzwQJv1d7YXu8SZ6Sz1fH%252FALzaBHD7h9qTXB2KFGy%252BxHButSs7NuqgF7Ajpyf9JaCS3cBgGOfAfL%252Fo3LL0BKBwm0ttIM41YNNn21AcE2x1nAsagKkP%252FE7IinWFmfbsuVQB9fvCTdnaV8x00DTs0Zt5JBo2jkB7862jWaD2SImQx34gRv3mvhCK0DVnntYPtgqEUIgY1M9zMtzUkANVHQgTkY1gd49cofevzLsQ%252B7vh6Ajk39uAYtM%253D%7Campid%3APL_CLK%7Cclp%3A2334524,C $99.90 to C $106.15,Free shipping,114+ sold,Refurbished,Top Rated Seller,n1wireless,https://www.ebay.ca/usr/n1wireless?_trksid=p2047675.l2559,9448,https://www.ebay.ca/fdbk/feedback_profile/n1wireless?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,97.5% Positive feedback,,
OnePlus 6T / 7T / 7 Pro / 7T Pro 5G / 8 5G - GSM Unlocked - Smartphone,https://www.ebay.ca/itm/124566370829?_trkparms=ispr%3D1&hash=item1d00bbfa0d:g:QrAAAOSwc2NgIq-L&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSxXDXcCydCuSj2Tq2S%252F3GnuuQFS73awGZMSB8W6TtA7U3qjw2vV6PIGGe0AEbRlv2YIGHFdO%252BH17j5h9B1lHY0FmLrawcW1G5%252ByL4okLjBBjxGUdjNYL0hkZLCku2yB3rNFk5I6ndcK5voOp5Hz1sNwd84SeIsh%252FsH%252BDGnMp4KEmWy%252Bq19%252B5JepyFrdm01IZtLmNs%252BIgxjArUg5coWkI9PddtbKN0KCJhjvth0k4F75%252FYHi8LcqsAUewVgiCQOsrRTRt0VBzkJ%252BXWhF%252BIhUFIV0Had4yXAt6uMUmu4FbLA77Gs3qN9Jse%252BJ5niK5srqyLYVZicDmQyc84f6iGTmxHGEZpUnFMNztJQSkyXCmvehhjv1pnEARxb5EWuOCW0%252BJT050EuhEMU1Fh2%252FwRk3s%252B00aJ80HpZt%252Bj%252BP970O5Iycd6Sdo5MDfVta%252BQPdWd82DEpL1i%252BxFisGu8CLgpgvCR7X4BsoOE7xN36OrXahQJBck3R0dI%252BgHUZALDW0MLh6xxf%252FvyjsxJwLcaQdWxzRq6n2OhmbBm6o%252B6k%252FaH%252FchW9PLbv6qeIXjGrwRTfg1AHrTiHwAjqfFzhi1IJfsOUUual%252FblCbIDq7doEDIbreu34bgFdJDO0%252B2PuNxfU0XNtvPGJd4dn7xi3SGUeOkYpVASfmfqMO4fdh8TgxOdIVxMwLCfhNDlwcK9lemMJwxn36oxCboCg%252FQ5U7LVMpnd%252B5ChjIBoJ6hw%252FmLzAv5Vm%252BjsUoCCr5B%252B%252FpiMTtqNbpwaZPiCJrcHfsD9sMoZdfc54qrIDdzlZIEMA%252B8ztab1LOYhdW6CxHXWkun2%252BkDEX%252Bate2mE%7Campid%3APL_CLK%7Cclp%3A2334524,C $143.62 to C $437.12,Free shipping,60+ watchers,Refurbished,Top Rated Seller,emb-phones,https://www.ebay.ca/usr/emb-phones?_trksid=p2047675.l2559,114087,https://www.ebay.ca/fdbk/feedback_profile/emb-phones?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.9% Positive feedback,,
New ListingSamsung Galaxy S7 CPO - SM-G930V - 32GB - Gold (Verizon),https://www.ebay.ca/itm/164998007333?epid=220023094&hash=item266aa5ca25:g:Xo0AAOSwADRhCWeh,C $112.39,Free shipping,,New (Other),,mobilestore,https://www.ebay.ca/usr/mobilestore?_trksid=p2047675.l2559,725,https://www.ebay.ca/fdbk/feedback_profile/mobilestore?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,97.3% Positive feedback,597 product ratings,https://www.ebay.ca/p/220023094?iid=164998007333&rt=nc#UserReviews
OnePlus 7 Pro - 256GB - Blue - GSM Unlocked - Smartphone Android,https://www.ebay.ca/itm/144092733930?epid=14048005683&_trkparms=ispr%3D1&hash=item218c98a1ea:g:imwAAOSwQsBg2hBw&amdata=enc%3AAQAGAAACgPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS9d9gBrkNbRQtRn8MVXnYki5OOgxlq1mMQ8BWlrHSdYzdblMugeQ3H2f5AAPgTll4x2ohFSLNZS9vY%252BMQDQred7XapvEB62jmadOr73ul6emdBS8A%252Bu6KZAWMYDVAtIkvWwDDgZ75elJVPsQBsXIb1M4t0GfJKQNxVtU6Sqn4AVcvbtr7u4uEIgepFJsMfvDX2SCY%252B1%252FqnhnQ2VMySXhZIJmNqNkb%252BG2TpSXSVsaMLpk2obEebe7qobmLwK%252BbebApxxmM%252Bejee1kTZXNeyWxQW5%252BMrVoBAm9pRYjoXj6uqAbUyu3gk%252B1GP2BuYMcOE7GfROkrbXJ1Tc5Mw7hzxmuuFeaBpOWcBg2VTgRXi%252BzaZz8eLe4ruj%252FinT6trTXQtQYvE9ZRhvUN50Gj2f3cfSh4NnFdrWK4m0ULD%252FCYiBDYGnGl4BXwr59NKtZCFRS96cbE1wd1VoRir1Jqm3ZNg29t%252Bd%252Bv3jD27sxYWmK9CbDELkU9xU4yDh40%252FPiYGqto0LnTVaALazGliX0jQdAMkU1jvimYa8EiPGrV95BGl1%252BVVSAi9bLGkcY8QnD4XRo0rDqJWaZEdwGBiVPXxKMUZxA4517OmWPfMnsTvLX2tfbSpHimUdxSVBKGkZxlnl8y9oGHer4vlkbjeznUsNROU8%252Fb451%252BWet69JBHjUHmDDd%252BOjw%252BbgvLzF9i4fOKvHyzmFVRt9aAU4PJmaXqyV42AQuSc8HYYCkmYsViKod4Utiap95Ao0bznpBjCNBF%252BeA%252FUZ5sFQuufUTSPTGtwQ1nmvbfXr%252Fa3Ex%252BIgxs7dktk3hpDwE%253D%7Campid%3APL_CLK%7Cclp%3A2334524,C $237.29,Free shipping,144 watchers,Pre-Owned,Top Rated Seller,emb-phones,https://www.ebay.ca/usr/emb-phones?_trksid=p2047675.l2559,114087,https://www.ebay.ca/fdbk/feedback_profile/emb-phones?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.9% Positive feedback,,
Palm Phone PVG100 Verizon GSM Unlocked Smartphone 3.3 inch 32GB,https://www.ebay.ca/itm/362687651959?epid=4035005871&hash=item5471de6077:g:UoMAAOSwrsBgwmHW,C $98.60,Free shipping,"1,612+ sold",New (Other),Top Rated Seller,best_deal_today,https://www.ebay.ca/usr/best_deal_today?_trksid=p2047675.l2559,260671,https://www.ebay.ca/fdbk/feedback_profile/best_deal_today?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.2% Positive feedback,16 product ratings,https://www.ebay.ca/p/4035005871?iid=362687651959&var=631841397947&rt=nc#UserReviews
LG V50 ThinQ 5G 128GB (Sprint Unlocked) Smartphone Black NEW OPEN BOX Read Notes,https://www.ebay.ca/itm/193600718431?hash=item2d1380865f:g:2yQAAOSwbbNe~QYt,C $287.25,Free shipping,221 sold,New (Other),Top Rated Seller,yywirelesss,https://www.ebay.ca/usr/yywirelesss?_trksid=p2047675.l2559,98508,https://www.ebay.ca/fdbk/feedback_profile/yywirelesss?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,98.9% Positive feedback,,
Google Pixel 3A XL Verizon 4G Unlocked GSM Android Smartphone Cell Phone 64 GB,https://www.ebay.ca/itm/164218986010?hash=item263c36de1a:g:SA8AAOSwRsJeAl1D,C $124.83,Free shipping,54+ sold,Refurbished,Top Rated Seller,best_deal_today,https://www.ebay.ca/usr/best_deal_today?_trksid=p2047675.l2559,260671,https://www.ebay.ca/fdbk/feedback_profile/best_deal_today?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.2% Positive feedback,,
Brand New Samsung Galaxy S10+ Plus 128GB SM-G975U Unlocked Smartphone Mobile,https://www.ebay.ca/itm/402290878794?epid=28029469276&hash=item5daa67a94a:g:Z80AAOSwUJNe4LGk,C $459.98 to C $465.85,Free shipping,180+ sold,Brand New,Top Rated Seller,koomobile,https://www.ebay.ca/usr/koomobile?_trksid=p2047675.l2559,708,https://www.ebay.ca/fdbk/feedback_profile/koomobile?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,98.3% Positive feedback,125 product ratings,https://www.ebay.ca/p/28029469276?iid=402290878794&var=672915260079&rt=nc#UserReviews
Motorola Moto G Power US Version GSM Unlocked 64GB XT-2041-6,https://www.ebay.ca/itm/303796271781?epid=2296971982&hash=item46bbab3aa5:g:L38AAOSwVO1fyteW,C $141.32,Free shipping,188 sold,Refurbished,Top Rated Seller,buywireless,https://www.ebay.ca/usr/buywireless?_trksid=p2047675.l2559,30256,https://www.ebay.ca/fdbk/feedback_profile/buywireless?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.4% Positive feedback,4 product ratings,https://www.ebay.ca/p/2296971982?iid=303796271781&rt=nc#UserReviews
UMIDIGI BISON 8GB+128GB Android 11 Rugged Smartphone Waterproof Unlocked Phones,https://www.ebay.ca/itm/402882078653?hash=item5dcda4a7bd:g:eowAAOSwyd9gsgwU,C $237.29,Free shipping,47+ watchers,Brand New,Top Rated Seller,umidigi-global-official,https://www.ebay.ca/usr/umidigi-global-official?_trksid=p2047675.l2559,11552,https://www.ebay.ca/fdbk/feedback_profile/umidigi-global-official?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99.4% Positive feedback,,
Samsung Galaxy Note 10 N970U1 256GB ATT T-Mobile Sprint Verizon Factory Unlocked,https://www.ebay.ca/itm/254931335012?epid=10043616899&hash=item3b5b177764:g:-cMAAOSwvMRgpVSM,C $398.41,Free shipping,38+ sold,New (Other),Top Rated Seller,bobcat_wireless,https://www.ebay.ca/usr/bobcat_wireless?_trksid=p2047675.l2559,22195,https://www.ebay.ca/fdbk/feedback_profile/bobcat_wireless?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,100% Positive feedback,,
"Apple iPhone 8 64GB 256GB - Factory Unlocked, AT&T, Verizon, T-Mobile, Sprint",https://www.ebay.ca/itm/114732060916?epid=2307189791&hash=item1ab69050f4:g:wagAAOSwdeVc9rmz,C $212.31 to C $299.74,Free shipping,53+ sold,Refurbished,Top Rated Seller,electro-wireless,https://www.ebay.ca/usr/electro-wireless?_trksid=p2047675.l2559,25068,https://www.ebay.ca/fdbk/feedback_profile/electro-wireless?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,98.5% Positive feedback,5 product ratings,https://www.ebay.ca/p/2307189791?iid=114732060916&var=414889145047&rt=nc#UserReviews
Palm Phone PVG100 GOLD Verizon GSM Unlocked 32GB,https://www.ebay.ca/itm/184563392428?hash=item2af8d5dfac:g:Lr0AAOSw94VhAH9T,C $80.56,Free shipping,368 sold,Refurbished,Top Rated Seller,wirelesssuppliers,https://www.ebay.ca/usr/wirelesssuppliers?_trksid=p2047675.l2559,27195,https://www.ebay.ca/fdbk/feedback_profile/wirelesssuppliers?filter=feedback_page:RECEIVED_AS_SELLER&_trksid=p2047675.l2560,99% Positive feedback,,
